Sampling_Date;Site;Sample;BorN;Substrate_ID;PrSub;Status;Frequency;ALength;Age;Substrate_Type;Position;Drill
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;15;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;3;1;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;1;4;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;5;1;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;10;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;1;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;1;15;4;primary;primary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;4;primary;primary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;4;0.5;0;other;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;13;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;1;2;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2723;Serripes_groenlandicus_empty_shell;live_barnacle;6;1;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;empty_test;2;1;0;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;empty_test;1;9;4;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;empty_test;8;2;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;empty_test;2;1;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;empty_test;1;7;2;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;empty_test;1;2;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;13;4;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;4;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;2;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;3;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;1;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;4;1;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;1;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;4;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;1;0;other;secondary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;4;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;2;1;0;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;4;primary;primary;0
28.07.2012;1;2012-1;13;2724;Serripes_groenlandicus_empty_shell;live_barnacle;1;2;0;other;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;6;1;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;;4;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;9;3;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;10;4;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;2;1;0;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;8;2;barnacle_empty_test;secondary;1
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;10;4;primary;primary;1
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;1;0;primary;primary;1
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;1;6;2;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;empty_test;2;5;1;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;2;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;4;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;14;5;primary;primary;1
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;9;5;primary;primary;1
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;14;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;1;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;2;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;12;1;0;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;3;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;2;0;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;10;1;0;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;74;0.5;0;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;32;0.5;0;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;5;0.5;0;primary;primary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;2;0.5;0;primary;primary;1
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;2;0.5;0;other;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;5;1;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;3;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2725;Ciliatocardium_ciliatum_empty_shell;live_barnacle;2;1;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;3;3;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;5;1;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;8;2;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;5;3;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;2;1;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;2;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;14;6;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;12;6;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;12;6;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;8;2;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;2;2;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;12;0;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;1;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;3;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;13;6;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;13;6;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;11;4;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;9;4;barnacle_empty_test;secondary;1
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;12;6;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;1;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;4;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;2;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;12;6;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;0.5;0;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;8;2;live_barnacle;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;empty_test;1;11;5;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;10;3;barnacle_empty_test;secondary;1
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;13;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;9;0.5;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;17;0.5;0;solitary_ascidian;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;2;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;1;0;barnacle_empty_test;secondary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;2;0;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;1;0;primary;primary;0
28.07.2012;1;2012-1;13;2728;Ciliatocardium_ciliatum_empty_shell;live_barnacle;2;0.5;0;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;empty_test;1;5;1;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;empty_test;1;8;1;primary;primary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;empty_test;1;8;4;primary;primary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;empty_test;1;8;2;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;2;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;3;primary;primary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;1;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;3;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2640;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;2;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;empty_test;1;5;1;primary;primary;1
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;4;1;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;8;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;4;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;4;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;2;8;4;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;4;primary;primary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2641;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;4;primary;primary;1
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;11;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;6;2;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;8;3;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;8;3;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;9;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;9;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;11;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;8;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;9;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;9;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;7;3;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;11;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;empty_test;1;13;4;primary;primary;1
03.08.2012;2;2012-3;2;2642;gravel;live_barnacle;1;12;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;live_barnacle;1;9;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;live_barnacle;1;8;3;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2642;gravel;live_barnacle;1;14;4;primary;primary;0
03.08.2012;2;2012-3;2;2642;gravel;live_barnacle;1;13;4;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;11;4;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;10;5;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;14;5;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;8;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;10;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;5;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;7;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;8;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;7;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;10;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;9;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;10;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;8;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;empty_test;1;8;3;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;3;2;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;12;5;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;13;5;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;10;5;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;8;4;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;16;6;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;10;5;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;9;2;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;9;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;13;5;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;7;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;6;2;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;3;0.5;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2643;gravel;live_barnacle;1;1;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;empty_test;1;10;5;primary;primary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;2;0.5;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;10;0.5;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;2;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;2;1;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;10;4;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;4;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;7;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;1;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;9;5;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;2;0.5;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;7;4;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;7;5;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;13;6;primary;primary;0
03.08.2012;2;2012-3;2;2644;gravel;live_barnacle;1;1;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;12;6;primary;primary;1
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;2;0;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;2;0;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;4;1;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;12;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;12;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;11;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;9;5;live_barnacle;secondary;1
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;10;5;primary;primary;1
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;8;3;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;1;0;primary;primary;NA
03.08.2012;2;2012-3;2;2645;gravel;empty_test;2;2;0;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;3;2;0;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;2;9;3;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;8;5;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;empty_test;1;5;0;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;7;2;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;12;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;8;2;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;11;4;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;7;2;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;14;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;8;5;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;11;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;5;1;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;10;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;9;3;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;11;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;6;1;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;10;5;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;10;6;primary;primary;0
03.08.2012;2;2012-3;2;2645;gravel;live_barnacle;1;12;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;9;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;12;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;10;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;9;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;10;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;10;5;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;8;4;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;7;4;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;12;4;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;3;2;0;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;6;4;live_barnacle;secondary;0
03.08.2012;2;2012-3;2;2646;gravel;empty_test;1;10;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;live_barnacle;8;1;0;solitary_ascidian;secondary;0
03.08.2012;2;2012-3;2;2646;gravel;live_barnacle;1;10;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;live_barnacle;1;12;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;live_barnacle;1;12;6;primary;primary;0
03.08.2012;2;2012-3;2;2646;gravel;live_barnacle;1;10;6;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;12;4;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;6;3;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;6;4;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;10;4;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;9;4;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;11;5;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;13;5;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;8;4;primary;primary;0
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;12;4;primary;primary;1
03.08.2012;2;2012-3;2;2647;gravel;empty_test;1;6;2;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2647;gravel;live_barnacle;1;7;2;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2647;gravel;live_barnacle;1;7;2;barnacle_empty_test;secondary;0
03.08.2012;2;2012-3;2;2648;gravel;live_barnacle;12;1;0;solitary_ascidian;secondary;0
03.08.2012;2;2012-3;2;2649;Serripes_groenlandicus_empty_shell;empty_test;1;12;5;primary;primary;0
